iter,lr,grad_similarity,train_loss,homology_layer_0,homology_layer_1,homology_layer_2,homology_layer_3,homology_layer_4,homology_layer_5,avg_homology_score,val_loss,perplexity
0,0.0,-0.02821354940533638,6.530797958374023,-20.72326583694641,1.000000082240371e-09,-20.72326583694641,1.000000082240371e-09,-20.72326583694641,1.000000082240371e-09,-10.361632917973205,tensor(4.1560),63.813231545593695
100,2.5e-05,0.0343562513589859,5.1008758544921875,-20.72326583694641,1.000000082240371e-09,-20.72326583694641,1.000000082240371e-09,1.000000082240371e-09,1.000000082240371e-09,-6.907755278315471,,
200,5e-05,-0.1252327263355255,4.285099029541016,-20.72326583694641,1.000000082240371e-09,1.000000082240371e-09,1.000000082240371e-09,1.000000082240371e-09,1.000000082240371e-09,-3.453877638657735,,
300,7.5e-05,-0.07751502841711044,4.174056529998779,-20.72326583694641,0.48121182567763754,1.000000082240371e-09,1.000000082240371e-09,1.000000082240371e-09,0.48121182567763754,-3.293473697098523,,
400,0.0001,0.015535859391093254,4.004909992218018,-20.72326583694641,1.000000082240371e-09,-20.72326583694641,1.000000082240371e-09,-20.72326583694641,1.000000082240371e-09,-10.361632917973205,,
500,0.000125,0.20453912019729614,3.3421196937561035,1.000000082240371e-09,-20.72326583694641,1.000000082240371e-09,1.000000082240371e-09,1.000000082240371e-09,-20.72326583694641,-6.90775527831547,,
600,0.00015,-0.09639185667037964,1.8507471084594727,-20.72326583694641,-20.72326583694641,1.000000082240371e-09,0.48121182567763754,1.000000082240371e-09,0.48121182567763754,-6.747351336756258,,
700,0.00017500000000000003,0.2134891301393509,1.674957513809204,-20.72326583694641,1.000000082240371e-09,1.000000082240371e-09,1.000000082240371e-09,-20.72326583694641,1.000000082240371e-09,-6.907755278315471,,
800,0.0002,-0.18813909590244293,1.488803505897522,1.000000082240371e-09,1.000000082240371e-09,1.000000082240371e-09,1.000000082240371e-09,1.000000082240371e-09,1.000000082240371e-09,1.000000082240371e-09,,
900,0.000225,-0.16007955372333527,1.5149489641189575,1.000000082240371e-09,-20.72326583694641,1.000000082240371e-09,0.48121182567763754,1.000000082240371e-09,1.000000082240371e-09,-3.373675667878129,,
1000,0.00025,0.07470855116844177,1.444474220275879,-20.72326583694641,1.000000082240371e-09,1.000000082240371e-09,1.000000082240371e-09,1.000000082240371e-09,1.000000082240371e-09,-3.453877638657735,tensor(0.0436),1.044517766933342
1100,0.000275,-0.06266613304615021,1.596299648284912,1.000000082240371e-09,1.000000082240371e-09,1.000000082240371e-09,1.000000082240371e-09,1.000000082240371e-09,1.000000082240371e-09,1.000000082240371e-09,,
1200,0.0003,-0.037031784653663635,1.673991084098816,1.000000082240371e-09,1.000000082240371e-09,1.000000082240371e-09,-20.72326583694641,1.000000082240371e-09,0.48121182567763754,-3.373675667878129,,
1300,0.000325,-0.04882197454571724,1.1807142496109009,-20.72326583694641,1.000000082240371e-09,9.999998601957662e-10,0.6931471810599453,1.000000082240371e-09,1.000000082240371e-09,-3.3383531086477443,,
1400,0.00035000000000000005,0.10288282483816147,1.5380932092666626,1.000000082240371e-09,1.000000082240371e-09,1.000000082240371e-09,1.000000082240371e-09,1.000000082240371e-09,1.000000082240371e-09,1.000000082240371e-09,,
1500,0.000375,-0.03380128741264343,1.2205520868301392,-20.72326583694641,-20.72326583694641,1.000000082240371e-09,1.000000082240371e-09,1.000000082240371e-09,-20.72326583694641,-10.361632917973207,,
1600,0.0004,-0.3305661082267761,1.4092741012573242,1.000000082240371e-09,1.000000082240371e-09,-20.72326583694641,1.000000082240371e-09,-20.72326583694641,1.000000082240371e-09,-6.907755278315471,,
1700,0.000425,-0.11085826903581619,1.4842275381088257,1.000000082240371e-09,1.000000082240371e-09,1.000000082240371e-09,-20.72326583694641,1.000000082240371e-09,-20.72326583694641,-6.90775527831547,,
1800,0.00045,-0.06465312838554382,1.647830605506897,1.000000082240371e-09,0.48121182567763754,1.000000082240371e-09,1.000000082240371e-09,-20.72326583694641,1.000000082240371e-09,-3.373675667878129,,
